Date	Team	Opp	BO	Pos	PA	H	2B	3B	HR	R	RBI	SB	CS	BB%	K%	ISO	BABIP	AVG	OBP	SLG	wOBA	wRC+
"<a href=""wins.aspx?date=2017-04-14&team=Nationals&dh=0"">2017-04-14</a>"	WSN	PHI	3	RF	5	1	0	0	0	1	0	0	0	20.00%	20.00%	0	0.333	0.25	0.4	0.25	0.219	28
"<a href=""wins.aspx?date=2017-04-12&team=Nationals&dh=0"">2017-04-12</a>"	WSN	STL	3	RF	4	0	0	0	0	0	0	0	0	0.00%	50.00%	0	0	0	0	0	0	-100
"<a href=""wins.aspx?date=2017-04-11&team=Nationals&dh=0"">2017-04-11</a>"	WSN	STL	3	RF	5	1	1	0	0	2	0	0	0	60.00%	0.00%	0.5	0.5	0.5	0.8	1	0.662	319
"<a href=""wins.aspx?date=2017-04-10&team=Nationals&dh=0"">2017-04-10</a>"	WSN	STL	3	RF	6	4	0	0	0	2	3	0	0	33.30%	0.00%	0	1	1	1	1	0.815	420
"<a href=""wins.aspx?date=2017-04-09&team=Nationals&dh=0"">2017-04-09</a>"	WSN	@PHI	3	RF	4	0	0	0	0	0	0	0	0	0.00%	50.00%	0	0	0	0	0	0	-100
"<a href=""wins.aspx?date=2017-04-08&team=Nationals&dh=0"">2017-04-08</a>"	WSN	@PHI	3	RF	4	1	0	0	0	1	0	0	0	0.00%	25.00%	0	0.333	0.25	0.25	0.25	0.219	28
"<a href=""wins.aspx?date=2017-04-07&team=Nationals&dh=0"">2017-04-07</a>"	WSN	@PHI	3	RF	5	2	0	0	1	2	2	0	0	20.00%	40.00%	0.75	1	0.5	0.6	1.25	0.71	350
"<a href=""wins.aspx?date=2017-04-06&team=Nationals&dh=0"">2017-04-06</a>"	WSN	MIA	3	RF	5	0	0	0	0	0	0	0	0	40.00%	0.00%	0	0	0	0.4	0	0.173	-3
"<a href=""wins.aspx?date=2017-04-05&team=Nationals&dh=0"">2017-04-05</a>"	WSN	MIA	3	RF	4	2	1	0	0	1	2	0	1	0.00%	0.00%	0.25	0.5	0.5	0.5	0.75	0.527	230
"<a href=""wins.aspx?date=2017-04-03&team=Nationals&dh=0"">2017-04-03</a>"	WSN	MIA	3	RF	4	1	0	0	1	1	1	0	0	25.00%	25.00%	1	0	0.333	0.5	1.333	0.668	323
